Date Checked,Role,Organisation,Link
26/9/20,Employment Consultant (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152638/employment-consultant-not-for-profit-charity-community-justice-organisation-
26/9/20,Community Support Worker (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152637/community-support-worker-not-for-profit-charity-community-justice-organisation-
26/9/20,Community Development Officer (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152636/community-development-officer-not-for-profit-charity-community-justice-organisation-
26/9/20,Case Manager (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152635/case-manager-not-for-profit-charity-community-justice-organisation-
26/9/20,Finance Manager (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152634/finance-manager-not-for-profit-charity-community-justice-organisation-
26/9/20,Commercial Manager (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152633/commercial-manager-not-for-profit-charity-community-justice-organisation-
26/9/20,Chief Financial Officer (CFO) (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152632/chief-financial-officer-cfo-not-for-profit-charity-community-justice-organisation-
26/9/20,Business Services &amp; Development Manager (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152631/business-services-development-manager-not-for-profit-charity-community-justice-organisation-
26/9/20,General Manager (GM) (Not-for-Profit &amp; Charity - Community Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152629/general-manager-gm-not-for-profit-charity-community-justice-organisation-
26/9/20,Chief Operating Officer (COO) (Not-for-Profit &amp; Charity - Community Justice Organisation),List of organisations,https://www.volunteer.com.au/volunteering/152628/chief-operating-officer-coo-not-for-profit-charity-community-justice-organisation-
26/9/20,Organisation Leaders; Advisory Committee Members; Board Members (NFP &amp; Charity Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/117444/organisation-leaders-advisory-committee-members-board-members-nfp-charity-organisation-
26/9/20,Volunteer Indigenous/Aboriginal/Torres Strait Islander - Board Members/Non-Executive Directors,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/152887/volunteer-indigenous-aboriginal-torres-strait-islander-board-members-non-executive-directors
26/9/20,Board Treasurer (CPA) and Cheif Finance Officer (CFO)/Finance Manager,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/154381/board-treasurer-cpa-and-cheif-finance-officer-cfo-finance-manager
26/9/20,Non-Executive Director &amp; Board Members,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/154380/non-executive-director-board-members
26/9/20,Non-Executive Director &amp; Board Members,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/154379/non-executive-director-board-members
26/9/20,Board Treasurer/Finance Manager/Director (CPA) (Not-for-Profit &amp; Charity - Justice Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/154378/board-treasurer-finance-manager-director-cpa-not-for-profit-charity-justice-organisation-
26/9/20,Recruitment Officer &amp; Membership Officer (Community Services Organisation) | Lions Clubs |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153352/recruitment-officer-membership-officer-community-services-organisation-lions-clubs-
26/9/20,Marketing Officer &amp; Manager (Community Services Organisation) | Lions Clubs International |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153350/marketing-officer-manager-community-services-organisation-lions-clubs-international-
26/9/20,Events Coordinator &amp; Manager (Community Services Organisation) | Lions Clubs International |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153349/events-coordinator-manager-community-services-organisation-lions-clubs-international-
26/9/20,Communications Manager (Community Services Organisation) | Lions Clubs International |,Not-for-Profit &amp; Charity Community Consultants Indigenous Corporation | Diversity Inclusion Charity,https://www.volunteer.com.au/volunteering/153348/communications-manager-community-services-organisation-lions-clubs-international-
26/9/20,Mental Health Support Worker (Community Services Organisation) | Lions Clubs International |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153347/mental-health-support-worker-community-services-organisation-lions-clubs-international-
26/9/20,Community Development Officer (Community Services Organisation) | Lions Clubs International |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153346/community-development-officer-community-services-organisation-lions-clubs-international-
26/9/20,Fundraising &amp; Philanthropy Officer (Community Services Organisation) | Lions Clubs International |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153345/fundraising-philanthropy-officer-community-services-organisation-lions-clubs-international-
26/9/20,Club Vice President (Community Services Organisation) | Lions Clubs International |,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/153344/club-vice-president-community-services-organisation-lions-clubs-international-
26/9/20,Public Relations Officer (Community Services Organisation) | Lions Clubs International |,LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/153343/public-relations-officer-community-services-organisation-lions-clubs-international-
26/9/20,Join a new type of Rotary Club to help your local community,List of organisations,https://www.volunteer.com.au/volunteering/153181/join-a-new-type-of-rotary-club-to-help-your-local-community
26/9/20,Program Manager (Not-for-Profit &amp; Charity - Community Justice Organisation),LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/152657/program-manager-not-for-profit-charity-community-justice-organisation-
26/9/20,Accountant (CPA) (Not-for-Profit &amp; Charity - Community Justice Organisation),LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/152630/accountant-cpa-not-for-profit-charity-community-justice-organisation-
26/9/20,Advisory Committee Chairperson (Not-for-Profit &amp; Charity Organisation),LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/152627/advisory-committee-chairperson-not-for-profit-charity-organisation-
26/9/20,Volunteer Mentee - Get Free Support from a Trained Mentor,LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/152101/volunteer-mentee-get-free-support-from-a-trained-mentor
26/9/20,Volunteer Not-For-Profit &amp; Charity Board Members/Non-Executive Directors,LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/151846/volunteer-not-for-profit-charity-board-members-non-executive-directors
26/9/20,Volunteer Territory/State/Regional Manager (Leadership &amp; Management) (NFP &amp; Charity Organisation),LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/151844/volunteer-territory-state-regional-manager-leadership-management-nfp-charity-organisation-
26/9/20,Volunteer Team &amp; Community Executive (Not-for-Profit &amp; Charity Organisation),LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/151843/volunteer-team-community-executive-not-for-profit-charity-organisation-
26/9/20,Volunteer Business/Organisation Development Manager (Not-for-Profit &amp; Charity Organisation),LEO Club of Boroondara (Lions Clubs International) | Leadership - Experience - Opportunities |,https://www.volunteer.com.au/volunteering/151842/volunteer-business-organisation-development-manager-not-for-profit-charity-organisation-
26/9/20,LEO Club Leaders &amp; Officers (Community Services Organisation) | Lions Clubs International |,Rotary,https://www.volunteer.com.au/volunteering/151553/leo-club-leaders-officers-community-services-organisation-lions-clubs-international-
26/9/20,LEO Club Member (Lions Clubs International) | Leadership - Experience - Opportunities | Humanitarian,Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/151547/leo-club-member-lions-clubs-international-leadership-experience-opportunities-humanitarian
26/9/20,Principal Lawyer; Legal Officers &amp; Legal Counsel (Not-for-Profit &amp; Charity Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/150308/principal-lawyer-legal-officers-legal-counsel-not-for-profit-charity-organisation-
26/9/20,Board Treasurer and Finance Manager (CFO) (Not-for-Profit &amp; Charity Organisation),Diverse Communities and Social Services Australia Inc. (DCSS Australia Inc.),https://www.volunteer.com.au/volunteering/150306/board-treasurer-and-finance-manager-cfo-not-for-profit-charity-organisation-
26/9/20,"Client Services, Manager, Coordinator&#x27;s, and Officer&#x27;s (Not-for-Profit &amp; Charity Organisation)",Mentoring Men,https://www.volunteer.com.au/volunteering/144722/client-services-manager-coordinator-s-and-officer-s-not-for-profit-charity-organisation-
26/9/20,Client Services Coordinator (Not-for-Profit &amp; Charity - Community Justice Organisation),Not-for-Profit &amp; Charity Community Consultants Indigenous Corporation | Diversity Inclusion Charity,https://www.volunteer.com.au/volunteering/144470/client-services-coordinator-not-for-profit-charity-community-justice-organisation-
26/9/20,"Governance, Fundraising and Marketing Coordinator/Manager (Not-for-Profit &amp; Charity Organisation)",Not-for-Profit &amp; Charity Community Consultants Indigenous Corporation | Diversity Inclusion Charity,https://www.volunteer.com.au/volunteering/140367/governance-fundraising-and-marketing-coordinator-manager-not-for-profit-charity-organisation-
